PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.keys,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,0.7686,NAN,,NAN,,0,73,73,73,1,74,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_8.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.8302,space,1.1092,0,0,0,0,1,h,0.9277,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_29.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,3.4351,NAN,,NAN,,0,75,75,75,1,76,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_3.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,1.2511,NAN,,NAN,,0,76,76,76,1,77,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_4.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.9937,NAN,,NAN,,0,77,77,77,1,78,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_16.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,2.0394,NAN,,NAN,,0,78,78,78,1,79,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_20.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.8542,space,2.1121,0,0,0,0,1,h,0.9948,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_9.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.8149,NAN,,NAN,,0,80,80,80,1,81,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_30.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,5.6126,NAN,,NAN,,0,81,81,81,1,82,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_23.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,2.198,NAN,,NAN,,0,82,82,82,1,83,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_2.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,2.5264,NAN,,NAN,,0,83,83,83,1,84,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_24.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3305,space,3.705,0,0,0,0,1,h,1.5923,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_26.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,3.9117,NAN,,NAN,,0,85,85,85,1,86,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_13.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,1.3096,NAN,,NAN,,0,86,86,86,1,87,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_1.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,1.2977,NAN,,NAN,,0,87,87,87,1,88,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_15.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,1.0827,NAN,,NAN,,0,88,88,88,1,89,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_14.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.4228,space,1.0318,0,0,0,0,1,h,0.4761,,
,,,,,,,,,3,,6,,0,89,89,89,1,90,Charlie,Acc,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_25.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,0.9867,space,0.8183,NAN,,NAN,,0,90,90,90,1,91,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_10.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.29,NAN,,NAN,,0,91,91,91,1,92,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_2.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.1122,NAN,,NAN,,0,92,92,92,1,93,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_7.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,3.1164,NAN,,NAN,,0,93,93,93,1,94,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_30.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.2063,space,1.592,0,0,0,0,1,h,1.2586,,
,,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_18.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,0.9907,NAN,,NAN,,0,95,95,95,1,96,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_9.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,1.4434,NAN,,NAN,,0,96,96,96,1,97,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_4.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,1.0853,NAN,,NAN,,0,97,97,97,1,98,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_3.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,2.5791,NAN,,NAN,,0,98,98,98,1,99,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_13.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3239,space,0.991,0,0,0,0,1,h,1.2111,,
,,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_27.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,1.058,NAN,,NAN,,0,100,100,100,1,101,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_28.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,3.1619,NAN,,NAN,,0,101,101,101,1,102,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_19.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,1.2359,NAN,,NAN,,0,102,102,102,1,103,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_1.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,1.3598,NAN,,NAN,,0,103,103,103,1,104,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_12.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.2382,space,3.6108,0,0,0,0,1,h,1.0172,,
,,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_21.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,1.9849,NAN,,NAN,,0,105,105,105,1,106,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_29.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,1.9199,NAN,,NAN,,0,106,106,106,1,107,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_22.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,3.8533,NAN,,NAN,,0,107,107,107,1,108,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_25.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,3.9297,NAN,,NAN,,0,108,108,108,1,109,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_17.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.7783,space,2.8084,0,0,0,0,1,h,2.5849,,
,,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_15.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.9513,NAN,,NAN,,0,110,110,110,1,111,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_11.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,2.4839,NAN,,NAN,,0,111,111,111,1,112,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_23.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.703,NAN,,NAN,,0,112,112,112,1,113,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_8.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.7946,NAN,,NAN,,0,113,113,113,1,114,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_24.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,3.0328,space,1.1136,0,0,0,0,1,h,1.5063,,
,,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_6.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,1.6138,NAN,,NAN,,0,115,115,115,1,116,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_5.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,1.023,NAN,,NAN,,0,116,116,116,1,117,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_20.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,2.0279,NAN,,NAN,,0,117,117,117,1,118,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_26.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,2.9311,NAN,,NAN,,0,118,118,118,1,119,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_16.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.0932,space,1.645,0,0,0,0,1,h,2.1908,,
,,,,,,,,,1,,5,,0,119,119,119,1,120,Sam,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_14.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,1.574,space,1.5549,NAN,,NAN,,0,120,120,120,1,121,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_19.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,1.5036,NAN,,NAN,,0,121,121,121,1,122,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_13.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,1.1653,NAN,,NAN,,0,122,122,122,1,123,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_24.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,1.3788,NAN,,NAN,,0,123,123,123,1,124,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_9.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.3286,space,1.3152,0,0,0,0,1,h,1.2472,,
,,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_5.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,2.4669,NAN,,NAN,,0,125,125,125,1,126,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_16.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,0.9036,NAN,,NAN,,0,126,126,126,1,127,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_28.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,1.4469,NAN,,NAN,,0,127,127,127,1,128,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_11.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.6456,NAN,,NAN,,0,128,128,128,1,129,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_30.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.0132,space,1.5977,0,0,0,0,1,h,0.9769,,
,,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_15.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,3.7172,NAN,,NAN,,0,130,130,130,1,131,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_25.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,0.6065,NAN,,NAN,,0,131,131,131,1,132,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_6.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,1.5077,NAN,,NAN,,0,132,132,132,1,133,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_23.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,1.6991,NAN,,NAN,,0,133,133,133,1,134,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_27.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.9233,space,2.6771,0,0,0,0,1,h,1.0984,,
,,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_17.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,1.1973,NAN,,NAN,,0,135,135,135,1,136,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_22.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,1.2343,NAN,,NAN,,0,136,136,136,1,137,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_1.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,0.8408,NAN,,NAN,,0,137,137,137,1,138,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_10.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.4726,NAN,,NAN,,0,138,138,138,1,139,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_14.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.2521,space,0.5072,0,0,0,0,1,h,1.1579,,
,,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_26.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.7187,NAN,,NAN,,0,140,140,140,1,141,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_21.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.5821,NAN,,NAN,,0,141,141,141,1,142,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_3.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,0.5057,NAN,,NAN,,0,142,142,142,1,143,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_2.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.4676,NAN,,NAN,,0,143,143,143,1,144,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_18.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.1916,space,0.4835,0,0,0,0,1,h,0.6273,,
,,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_29.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,0.6044,NAN,,NAN,,0,145,145,145,1,146,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_4.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.6084,NAN,,NAN,,0,146,146,146,1,147,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_12.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.5278,NAN,,NAN,,0,147,147,147,1,148,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_7.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.4479,NAN,,NAN,,0,148,148,148,1,149,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_8.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3979,space,0.5539,0,0,0,0,1,h,0.5143,,
,,,,,,,,,2,,5,,0,149,149,149,1,150,Taylor,Rej,Participant_Images/60fd89617258b322c92fdd03/60fd89617258b322c92fdd03_Images/60fd89617258b322c92fdd03_Image_20.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8469
