PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,choice_keys.rt,lotteryguess_keys.keys,end_screen_keys.keys,end_screen_keys.rt
60ff1a1450c5e5c8fe6922d1,space,8.2902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,space,12.5295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,space,2.9474,space,1.2558,NAN,,NAN,,0,0,0,0,1,1,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_11.jpeg,liked,3.613205605,,,,,,,,,,,,,
,,,,,,,space,0.9406,NAN,,NAN,,0,1,1,1,1,2,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_19.jpeg,liked,4.988446431,,,,,,,,,,,,,
,,,,,,,space,0.6155,NAN,,NAN,,0,2,2,2,1,3,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_24.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,0.7746,NAN,,NAN,,0,3,3,3,1,4,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_6.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,space,3.3708,0,0,0,0,1,,,,
,,,,,,,,,NAN,,NAN,,0,4,4,4,1,5,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_8.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,0.8286,NAN,,NAN,,0,5,5,5,1,6,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_17.jpeg,did not like,3.79605092,,,,,,,,,,,,,
,,,,,,,space,1.0283,NAN,,NAN,,0,6,6,6,1,7,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_29.jpeg,liked,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.722,NAN,,NAN,,0,7,7,7,1,8,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_4.jpeg,liked,2.843822497,,,,,,,,,,,,,
,,,,,,,space,0.8425,NAN,,NAN,,0,8,8,8,1,9,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_30.jpeg,liked,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0466,0,0,0,0,1,2.4707,,,
,,,,,,,,,NAN,,NAN,,0,9,9,9,1,10,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_25.jpeg,liked,1.672012706,,,,,,,,,,,,,
,,,,,,,space,0.7311,NAN,,NAN,,0,10,10,10,1,11,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_14.jpeg,liked,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.774,NAN,,NAN,,0,11,11,11,1,12,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_22.jpeg,did not like,2.50187214,,,,,,,,,,,,,
,,,,,,,space,1.124,NAN,,NAN,,0,12,12,12,1,13,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_9.jpeg,did not like,2.071164779,,,,,,,,,,,,,
,,,,,,,space,1.3864,NAN,,NAN,,0,13,13,13,1,14,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_18.jpeg,liked,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,space,1.0337,0,0,0,0,1,3.7378,,,
,,,,,,,,,NAN,,NAN,,0,14,14,14,1,15,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_3.jpeg,liked,2.642157193,,,,,,,,,,,,,
,,,,,,,space,1.6236,NAN,,NAN,,0,15,15,15,1,16,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_7.jpeg,liked,4.456234322,,,,,,,,,,,,,
,,,,,,,space,0.6608,NAN,,NAN,,0,16,16,16,1,17,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_27.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,,space,0.6956,NAN,,NAN,,0,17,17,17,1,18,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_2.jpeg,did not like,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.411,NAN,,NAN,,0,18,18,18,1,19,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_13.jpeg,liked,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.0467,0,0,0,0,1,1.2959,,,
,,,,,,,,,NAN,,NAN,,0,19,19,19,1,20,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_16.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,0.718,NAN,,NAN,,0,20,20,20,1,21,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_12.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,,space,0.7846,NAN,,NAN,,0,21,21,21,1,22,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_28.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,0.7882,NAN,,NAN,,0,22,22,22,1,23,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_23.jpeg,liked,4.940433059,,,,,,,,,,,,,
,,,,,,,space,0.7185,NAN,,NAN,,0,23,23,23,1,24,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_10.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.6942,0,0,0,0,1,1.2744,,,
,,,,,,,,,NAN,,NAN,,0,24,24,24,1,25,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_5.jpeg,did not like,3.602308302,,,,,,,,,,,,,
,,,,,,,space,1.1285,NAN,,NAN,,0,25,25,25,1,26,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_1.jpeg,liked,4.106391878,,,,,,,,,,,,,
,,,,,,,space,1.4506,NAN,,NAN,,0,26,26,26,1,27,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_21.jpeg,liked,3.799433026,,,,,,,,,,,,,
,,,,,,,space,2.0397,NAN,,NAN,,0,27,27,27,1,28,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_15.jpeg,liked,5.246980764,,,,,,,,,,,,,
,,,,,,,space,0.9877,NAN,,NAN,,0,28,28,28,1,29,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_26.jpeg,liked,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.314,0,0,0,0,1,1.2268,,,
,,,,,,,,,3,,6,,0,29,29,29,1,30,Riley,Acc,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_20.jpeg,liked,1.661473164,,,,,,,,,,,,,
,,,,,space,2.1052,space,0.7728,NAN,,NAN,,0,30,30,30,1,31,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_23.jpeg,liked,3.613205605,,,,,,,,,,,,,
,,,,,,,space,0.6688,NAN,,NAN,,0,31,31,31,1,32,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_15.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,,space,0.7155,NAN,,NAN,,0,32,32,32,1,33,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_10.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,0.4388,NAN,,NAN,,0,33,33,33,1,34,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_12.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.4238,0,0,0,0,1,1.3315,,,
,,,,,,,,,NAN,,NAN,,0,34,34,34,1,35,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_30.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,1.3657,NAN,,NAN,,0,35,35,35,1,36,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_16.jpeg,liked,3.79605092,,,,,,,,,,,,,
,,,,,,,space,1.5052,NAN,,NAN,,0,36,36,36,1,37,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_25.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.8003,NAN,,NAN,,0,37,37,37,1,38,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_26.jpeg,liked,2.843822497,,,,,,,,,,,,,
,,,,,,,space,0.8071,NAN,,NAN,,0,38,38,38,1,39,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_14.jpeg,liked,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.2056,0,0,0,0,1,1.2842,,,
,,,,,,,,,NAN,,NAN,,0,39,39,39,1,40,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_9.jpeg,liked,1.672012706,,,,,,,,,,,,,
,,,,,,,space,0.969,NAN,,NAN,,0,40,40,40,1,41,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_29.jpeg,did not like,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.4261,NAN,,NAN,,0,41,41,41,1,42,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_11.jpeg,liked,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.8788,NAN,,NAN,,0,42,42,42,1,43,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_8.jpeg,liked,2.071164779,,,,,,,,,,,,,
,,,,,,,space,0.8099,NAN,,NAN,,0,43,43,43,1,44,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_6.jpeg,did not like,5.336503566,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.7738,0,0,0,0,1,1.1704,,,
,,,,,,,,,NAN,,NAN,,0,44,44,44,1,45,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_1.jpeg,did not like,2.642157193,,,,,,,,,,,,,
,,,,,,,space,0.622,NAN,,NAN,,0,45,45,45,1,46,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_20.jpeg,did not like,4.456234322,,,,,,,,,,,,,
,,,,,,,space,1.402,NAN,,NAN,,0,46,46,46,1,47,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_5.jpeg,liked,4.438512181,,,,,,,,,,,,,
,,,,,,,space,0.7467,NAN,,NAN,,0,47,47,47,1,48,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_17.jpeg,liked,2.682944783,,,,,,,,,,,,,
,,,,,,,space,1.1833,NAN,,NAN,,0,48,48,48,1,49,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_19.jpeg,did not like,4.51984296,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,0.8986,0,0,0,0,1,1.1496,,,
,,,,,,,,,NAN,,NAN,,0,49,49,49,1,50,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_24.jpeg,did not like,3.195382774,,,,,,,,,,,,,
,,,,,,,space,2.0702,NAN,,NAN,,0,50,50,50,1,51,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_2.jpeg,did not like,1.779333479,,,,,,,,,,,,,
,,,,,,,space,1.247,NAN,,NAN,,0,51,51,51,1,52,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_22.jpeg,liked,4.312468682,,,,,,,,,,,,,
,,,,,,,space,5.0356,NAN,,NAN,,0,52,52,52,1,53,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_21.jpeg,liked,4.940433059,,,,,,,,,,,,,
,,,,,,,space,1.2834,NAN,,NAN,,0,53,53,53,1,54,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_28.jpeg,liked,2.7105123,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.9253,0,0,0,0,1,0.5881,,,
,,,,,,,,,NAN,,NAN,,0,54,54,54,1,55,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_4.jpeg,liked,3.602308302,,,,,,,,,,,,,
,,,,,,,space,2.4038,NAN,,NAN,,0,55,55,55,1,56,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_27.jpeg,did not like,4.106391878,,,,,,,,,,,,,
,,,,,,,space,0.6642,NAN,,NAN,,0,56,56,56,1,57,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_18.jpeg,did not like,3.799433026,,,,,,,,,,,,,
,,,,,,,space,0.7143,NAN,,NAN,,0,57,57,57,1,58,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_13.jpeg,did not like,5.246980764,,,,,,,,,,,,,
,,,,,,,space,0.7202,NAN,,NAN,,0,58,58,58,1,59,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_3.jpeg,liked,3.30081769,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,2.2154,0,0,0,0,1,1.0933,,,
,,,,,,,,,3,,6,,0,59,59,59,1,60,Charlie,Neutral,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_7.jpeg,did not like,1.661473164,,,,,,,,,,,,,
,,,,,space,2.0888,space,2.5272,NAN,,NAN,,0,60,60,60,1,61,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_27.jpeg,did not like,3.613205605,,,,,,,,,,,,,
,,,,,,,space,0.6626,NAN,,NAN,,0,61,61,61,1,62,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_4.jpeg,did not like,4.988446431,,,,,,,,,,,,,
,,,,,,,space,1.0679,NAN,,NAN,,0,62,62,62,1,63,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_16.jpeg,liked,3.470791822,,,,,,,,,,,,,
,,,,,,,space,1.5606,NAN,,NAN,,0,63,63,63,1,64,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_9.jpeg,did not like,3.820572462,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.3836,0,0,0,0,1,2.4813,,,
,,,,,,,,,NAN,,NAN,,0,64,64,64,1,65,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_10.jpeg,did not like,2.455989137,,,,,,,,,,,,,
,,,,,,,space,1.6348,NAN,,NAN,,0,65,65,65,1,66,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_28.jpeg,did not like,3.79605092,,,,,,,,,,,,,
,,,,,,,space,1.4214,NAN,,NAN,,0,66,66,66,1,67,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_29.jpeg,did not like,3.562416326,,,,,,,,,,,,,
,,,,,,,space,0.8232,NAN,,NAN,,0,67,67,67,1,68,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_14.jpeg,did not like,2.843822497,,,,,,,,,,,,,
,,,,,,,space,0.76,NAN,,NAN,,0,68,68,68,1,69,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_7.jpeg,liked,3.546495948,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,c,0,space,1.3804,0,0,0,0,1,1.2269,,,
,,,,,,,,,NAN,,NAN,,0,69,69,69,1,70,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_19.jpeg,did not like,1.672012706,,,,,,,,,,,,,
,,,,,,,space,0.8215,NAN,,NAN,,0,70,70,70,1,71,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_11.jpeg,liked,4.942172136,,,,,,,,,,,,,
,,,,,,,space,0.7911,NAN,,NAN,,0,71,71,71,1,72,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_22.jpeg,liked,2.50187214,,,,,,,,,,,,,
,,,,,,,space,0.9489,NAN,,NAN,,0,72,72,72,1,73,Alex,Rej,Participant_Images/60ff1a1450c5e5c8fe6922d1/60ff1a1450c5e5c8fe6922d1_Images/60ff1a1450c5e5c8fe6922d1_Image_17.jpeg,liked,2.071164779,,,,,,,,,,,,,
