PROLIFIC_ID,endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,lotteryguess_keys.keys,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,,space,0.6579,NAN,,NAN,,0,73,73,73,1,74,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_30.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3791,h,space,1.0011,0,0,0,0,1,0.4091,,
,,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_23.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.6692,NAN,,NAN,,0,75,75,75,1,76,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_8.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,0.505,NAN,,NAN,,0,76,76,76,1,77,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_27.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,1.6034,NAN,,NAN,,0,77,77,77,1,78,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_16.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,0.6576,NAN,,NAN,,0,78,78,78,1,79,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_4.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.3579,h,space,1.187,0,0,0,0,1,2.071,,
,,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_24.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,0.904,NAN,,NAN,,0,80,80,80,1,81,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_13.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.9918,NAN,,NAN,,0,81,81,81,1,82,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_5.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,1.4247,NAN,,NAN,,0,82,82,82,1,83,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_29.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.7256,NAN,,NAN,,0,83,83,83,1,84,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_22.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.9382,h,space,1.4685,0,0,0,0,1,2.3026,,
,,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_26.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,5.4059,NAN,,NAN,,0,85,85,85,1,86,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_17.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,5.0111,NAN,,NAN,,0,86,86,86,1,87,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_20.jpeg,liked,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,3.2372,NAN,,NAN,,0,87,87,87,1,88,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_12.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,3.7167,NAN,,NAN,,0,88,88,88,1,89,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_2.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,4.9949,0,0,0,0,1,,,
,,,,,,,,,4,,6,,0,89,89,89,1,90,Sam,Neutral,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_10.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,,space,2.4461,space,1.5294,NAN,,NAN,,0,90,90,90,1,91,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_3.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,7.6913,NAN,,NAN,,0,91,91,91,1,92,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_10.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,4.9189,NAN,,NAN,,0,92,92,92,1,93,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_8.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,5.0083,NAN,,NAN,,0,93,93,93,1,94,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_2.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.9271,h,space,5.6423,0,0,0,0,1,0.683,,
,,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_20.jpeg,did not like,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,4.1025,NAN,,NAN,,0,95,95,95,1,96,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_14.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,8.0088,NAN,,NAN,,0,96,96,96,1,97,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_30.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,0.8547,NAN,,NAN,,0,97,97,97,1,98,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_25.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,0.8818,NAN,,NAN,,0,98,98,98,1,99,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_15.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,2.2229,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_5.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,0.4709,NAN,,NAN,,0,100,100,100,1,101,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_13.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,2.0694,NAN,,NAN,,0,101,101,101,1,102,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_11.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,0.2403,NAN,,NAN,,0,102,102,102,1,103,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_17.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,2.8806,NAN,,NAN,,0,103,103,103,1,104,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_24.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,13.3369,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_12.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,0.3958,NAN,,NAN,,0,105,105,105,1,106,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_6.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,0.3939,NAN,,NAN,,0,106,106,106,1,107,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_18.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,3.6212,NAN,,NAN,,0,107,107,107,1,108,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_9.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,2.0574,NAN,,NAN,,0,108,108,108,1,109,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_26.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.6382,h,space,2.2258,0,0,0,0,1,0.9527,,
,,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_23.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,2.2371,NAN,,NAN,,0,110,110,110,1,111,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_1.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.3387,NAN,,NAN,,0,111,111,111,1,112,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_19.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,1.3226,NAN,,NAN,,0,112,112,112,1,113,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_22.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,2.2644,NAN,,NAN,,0,113,113,113,1,114,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_16.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.8251,h,space,1.7667,0,0,0,0,1,1.06,,
,,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_27.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,1.0334,NAN,,NAN,,0,115,115,115,1,116,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_4.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,3.6859,NAN,,NAN,,0,116,116,116,1,117,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_7.jpeg,liked,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,2.5534,NAN,,NAN,,0,117,117,117,1,118,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_29.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,0.8207,NAN,,NAN,,0,118,118,118,1,119,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_28.jpeg,did not like,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.6298,h,space,4.8351,0,0,0,0,1,1.1796,,
,,,,,,,,,4,,6,,0,119,119,119,1,120,Alex,Rej,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_21.jpeg,liked,1.661473164,,,,,,,,,,,,,,
,,,,,space,0.8144,space,5.2775,NAN,,NAN,,0,120,120,120,1,121,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_7.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,,space,2.7414,NAN,,NAN,,0,121,121,121,1,122,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_24.jpeg,did not like,4.988446431,,,,,,,,,,,,,,
,,,,,,,space,7.8092,NAN,,NAN,,0,122,122,122,1,123,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_13.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,,space,2.501,NAN,,NAN,,0,123,123,123,1,124,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_26.jpeg,liked,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,1.7022,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_9.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,,space,9.6314,NAN,,NAN,,0,125,125,125,1,126,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_15.jpeg,liked,3.79605092,,,,,,,,,,,,,,
,,,,,,,space,3.0394,NAN,,NAN,,0,126,126,126,1,127,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_23.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,,space,44.8154,NAN,,NAN,,0,127,127,127,1,128,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_8.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,,space,2.6542,NAN,,NAN,,0,128,128,128,1,129,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_4.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,3.2394,h,space,6.3382,0,0,0,0,1,1.2147,,
,,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_12.jpeg,liked,1.672012706,,,,,,,,,,,,,,
,,,,,,,space,2.3369,NAN,,NAN,,0,130,130,130,1,131,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_29.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,,space,3.2148,NAN,,NAN,,0,131,131,131,1,132,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_20.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,,space,1.8562,NAN,,NAN,,0,132,132,132,1,133,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_14.jpeg,did not like,2.071164779,,,,,,,,,,,,,,
,,,,,,,space,0.4713,NAN,,NAN,,0,133,133,133,1,134,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_21.jpeg,did not like,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,2.669,h,space,1.4838,0,0,0,0,1,1.4459,,
,,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_5.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,,space,1.1693,NAN,,NAN,,0,135,135,135,1,136,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_28.jpeg,liked,4.456234322,,,,,,,,,,,,,,
,,,,,,,space,0.4218,NAN,,NAN,,0,136,136,136,1,137,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_22.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,,space,1.5398,NAN,,NAN,,0,137,137,137,1,138,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_19.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,,space,6.1247,NAN,,NAN,,0,138,138,138,1,139,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_6.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,999,,,space,1.8759,0,0,0,0,1,,,
,,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_1.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,,space,6.2066,NAN,,NAN,,0,140,140,140,1,141,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_16.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,,space,0.8414,NAN,,NAN,,0,141,141,141,1,142,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_11.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,,space,2.0227,NAN,,NAN,,0,142,142,142,1,143,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_27.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,,space,0.459,NAN,,NAN,,0,143,143,143,1,144,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_17.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.6105,h,space,1.1551,0,0,0,0,1,0.4044,,
,,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_30.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,,space,1.5388,NAN,,NAN,,0,145,145,145,1,146,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_2.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,,space,0.5178,NAN,,NAN,,0,146,146,146,1,147,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_3.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,,space,0.7223,NAN,,NAN,,0,147,147,147,1,148,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_18.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,,space,1.0178,NAN,,NAN,,0,148,148,148,1,149,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_10.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,s,1,1.593,h,space,0.5981,0,0,0,0,1,0.3132,,
,,,,,,,,,4,,7,,0,149,149,149,1,150,Taylor,Acc,Participant_Images/63ced670c8d001d1d5057140/63ced670c8d001d1d5057140_Images/63ced670c8d001d1d5057140_Image_25.jpeg,liked,1.661473164,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.8082
