endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,choice_keys.keys,playlottery,choice_keys.rt,lotteryguess_keys.keys,resumeafterlottery_keys.keys,resumeafterlottery_keys.rt,lotteryloop.thisRepN,lotteryloop.thisTrialN,lotteryloop.thisN,lotteryloop.thisIndex,lotteryloop.ran,lotteryguess_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,,,,,space,1.07,NAN,,NAN,,0,73,73,73,1,74,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_25.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.2562,,space,0.9786,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,74,74,74,1,75,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_5.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,space,2.1458,NAN,,NAN,,0,75,75,75,1,76,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_13.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,space,0.9097,NAN,,NAN,,0,76,76,76,1,77,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_16.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,space,0.8861,NAN,,NAN,,0,77,77,77,1,78,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_22.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,space,1.164,NAN,,NAN,,0,78,78,78,1,79,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_19.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.3384,,space,0.4871,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,79,79,79,1,80,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_1.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,space,0.7423,NAN,,NAN,,0,80,80,80,1,81,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_8.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,space,1.8625,NAN,,NAN,,0,81,81,81,1,82,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_28.jpeg,did not like,4.312468682,,,,,,,,,,,,,,
,,,,,,space,1.4434,NAN,,NAN,,0,82,82,82,1,83,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_7.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,space,1.0346,NAN,,NAN,,0,83,83,83,1,84,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_30.jpeg,liked,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,0.9907,,space,1.097,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,84,84,84,1,85,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_15.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,space,1.0809,NAN,,NAN,,0,85,85,85,1,86,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_10.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,space,0.4484,NAN,,NAN,,0,86,86,86,1,87,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_21.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,0.7325,NAN,,NAN,,0,87,87,87,1,88,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_14.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,space,0.5697,NAN,,NAN,,0,88,88,88,1,89,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_3.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4586,,space,0.9368,0,0,0,0,1,,,
,,,,,,,,2,,2,,0,89,89,89,1,90,Taylor,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_11.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,space,3.1786,space,1.5318,NAN,,NAN,,0,90,90,90,1,91,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_11.jpeg,did not like,3.613205605,,,,,,,,,,,,,,
,,,,,,space,1.0963,NAN,,NAN,,0,91,91,91,1,92,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_24.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,space,0.8587,NAN,,NAN,,0,92,92,92,1,93,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_29.jpeg,did not like,3.470791822,,,,,,,,,,,,,,
,,,,,,space,1.2885,NAN,,NAN,,0,93,93,93,1,94,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_22.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4247,,space,2.0213,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,94,94,94,1,95,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_10.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,space,1.5044,NAN,,NAN,,0,95,95,95,1,96,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_16.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,space,1.0732,NAN,,NAN,,0,96,96,96,1,97,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_17.jpeg,did not like,3.562416326,,,,,,,,,,,,,,
,,,,,,space,0.7071,NAN,,NAN,,0,97,97,97,1,98,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_6.jpeg,did not like,2.843822497,,,,,,,,,,,,,,
,,,,,,space,0.8281,NAN,,NAN,,0,98,98,98,1,99,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_1.jpeg,did not like,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.8479,,space,1.291,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,99,99,99,1,100,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_13.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,space,0.6874,NAN,,NAN,,0,100,100,100,1,101,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_30.jpeg,did not like,4.942172136,,,,,,,,,,,,,,
,,,,,,space,0.5836,NAN,,NAN,,0,101,101,101,1,102,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_9.jpeg,did not like,2.50187214,,,,,,,,,,,,,,
,,,,,,space,0.8589,NAN,,NAN,,0,102,102,102,1,103,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_15.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,space,1.5421,NAN,,NAN,,0,103,103,103,1,104,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_7.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.0739,,space,1.2083,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,104,104,104,1,105,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_18.jpeg,did not like,2.642157193,,,,,,,,,,,,,,
,,,,,,space,0.5773,NAN,,NAN,,0,105,105,105,1,106,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_21.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,space,1.1419,NAN,,NAN,,0,106,106,106,1,107,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_12.jpeg,did not like,4.438512181,,,,,,,,,,,,,,
,,,,,,space,3.6462,NAN,,NAN,,0,107,107,107,1,108,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_20.jpeg,did not like,2.682944783,,,,,,,,,,,,,,
,,,,,,space,0.7537,NAN,,NAN,,0,108,108,108,1,109,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_25.jpeg,did not like,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.136,,space,1.6601,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,109,109,109,1,110,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_26.jpeg,did not like,3.195382774,,,,,,,,,,,,,,
,,,,,,space,0.7865,NAN,,NAN,,0,110,110,110,1,111,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_5.jpeg,liked,1.779333479,,,,,,,,,,,,,,
,,,,,,space,0.4904,NAN,,NAN,,0,111,111,111,1,112,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_4.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,space,0.7172,NAN,,NAN,,0,112,112,112,1,113,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_27.jpeg,liked,4.940433059,,,,,,,,,,,,,,
,,,,,,space,1.0521,NAN,,NAN,,0,113,113,113,1,114,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_14.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.0098,,space,1.0646,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,114,114,114,1,115,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_2.jpeg,liked,3.602308302,,,,,,,,,,,,,,
,,,,,,space,0.6924,NAN,,NAN,,0,115,115,115,1,116,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_28.jpeg,did not like,4.106391878,,,,,,,,,,,,,,
,,,,,,space,1.0174,NAN,,NAN,,0,116,116,116,1,117,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_23.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,0.5448,NAN,,NAN,,0,117,117,117,1,118,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_3.jpeg,did not like,5.246980764,,,,,,,,,,,,,,
,,,,,,space,1.1726,NAN,,NAN,,0,118,118,118,1,119,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_8.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.7046,,space,1.2231,0,0,0,0,1,,,
,,,,,,,,2,,3,,0,119,119,119,1,120,Charlie,Rej,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_19.jpeg,did not like,1.661473164,,,,,,,,,,,,,,
,,,,space,2.1499,space,0.8074,NAN,,NAN,,0,120,120,120,1,121,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_24.jpeg,liked,3.613205605,,,,,,,,,,,,,,
,,,,,,space,1.1991,NAN,,NAN,,0,121,121,121,1,122,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_10.jpeg,liked,4.988446431,,,,,,,,,,,,,,
,,,,,,space,0.5624,NAN,,NAN,,0,122,122,122,1,123,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_28.jpeg,liked,3.470791822,,,,,,,,,,,,,,
,,,,,,space,0.8498,NAN,,NAN,,0,123,123,123,1,124,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_11.jpeg,did not like,3.820572462,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.1245,,space,1.3811,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,124,124,124,1,125,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_8.jpeg,liked,2.455989137,,,,,,,,,,,,,,
,,,,,,space,1.0277,NAN,,NAN,,0,125,125,125,1,126,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_5.jpeg,did not like,3.79605092,,,,,,,,,,,,,,
,,,,,,space,1.0509,NAN,,NAN,,0,126,126,126,1,127,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_1.jpeg,liked,3.562416326,,,,,,,,,,,,,,
,,,,,,space,0.8286,NAN,,NAN,,0,127,127,127,1,128,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_18.jpeg,liked,2.843822497,,,,,,,,,,,,,,
,,,,,,space,0.6014,NAN,,NAN,,0,128,128,128,1,129,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_30.jpeg,liked,3.546495948,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.1333,,space,0.8782,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,129,129,129,1,130,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_3.jpeg,did not like,1.672012706,,,,,,,,,,,,,,
,,,,,,space,0.8196,NAN,,NAN,,0,130,130,130,1,131,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_4.jpeg,liked,4.942172136,,,,,,,,,,,,,,
,,,,,,space,0.7321,NAN,,NAN,,0,131,131,131,1,132,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_9.jpeg,liked,2.50187214,,,,,,,,,,,,,,
,,,,,,space,0.9044,NAN,,NAN,,0,132,132,132,1,133,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_6.jpeg,liked,2.071164779,,,,,,,,,,,,,,
,,,,,,space,0.4959,NAN,,NAN,,0,133,133,133,1,134,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_12.jpeg,liked,5.336503566,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.4102,,space,0.9356,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,134,134,134,1,135,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_19.jpeg,liked,2.642157193,,,,,,,,,,,,,,
,,,,,,space,0.9694,NAN,,NAN,,0,135,135,135,1,136,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_25.jpeg,did not like,4.456234322,,,,,,,,,,,,,,
,,,,,,space,0.7399,NAN,,NAN,,0,136,136,136,1,137,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_7.jpeg,liked,4.438512181,,,,,,,,,,,,,,
,,,,,,space,0.8066,NAN,,NAN,,0,137,137,137,1,138,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_16.jpeg,liked,2.682944783,,,,,,,,,,,,,,
,,,,,,space,0.7884,NAN,,NAN,,0,138,138,138,1,139,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_21.jpeg,liked,4.51984296,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.1163,,space,0.835,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,139,139,139,1,140,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_15.jpeg,liked,3.195382774,,,,,,,,,,,,,,
,,,,,,space,0.7866,NAN,,NAN,,0,140,140,140,1,141,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_13.jpeg,did not like,1.779333479,,,,,,,,,,,,,,
,,,,,,space,0.9876,NAN,,NAN,,0,141,141,141,1,142,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_17.jpeg,liked,4.312468682,,,,,,,,,,,,,,
,,,,,,space,0.6151,NAN,,NAN,,0,142,142,142,1,143,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_23.jpeg,did not like,4.940433059,,,,,,,,,,,,,,
,,,,,,space,0.8162,NAN,,NAN,,0,143,143,143,1,144,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_29.jpeg,did not like,2.7105123,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,1.0575,,space,1.9395,0,0,0,0,1,,,
,,,,,,,,NAN,,NAN,,0,144,144,144,1,145,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_20.jpeg,did not like,3.602308302,,,,,,,,,,,,,,
,,,,,,space,0.685,NAN,,NAN,,0,145,145,145,1,146,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_14.jpeg,liked,4.106391878,,,,,,,,,,,,,,
,,,,,,space,0.6782,NAN,,NAN,,0,146,146,146,1,147,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_22.jpeg,did not like,3.799433026,,,,,,,,,,,,,,
,,,,,,space,0.7253,NAN,,NAN,,0,147,147,147,1,148,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_26.jpeg,liked,5.246980764,,,,,,,,,,,,,,
,,,,,,space,0.793,NAN,,NAN,,0,148,148,148,1,149,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_2.jpeg,liked,3.30081769,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c,0,0.9674,,space,1.0792,0,0,0,0,1,,,
,,,,,,,,4,,3,,0,149,149,149,1,150,Sam,Acc,Participant_Images/63d5bb0d1cc3800ad1e343dc/63d5bb0d1cc3800ad1e343dc_Images/63d5bb0d1cc3800ad1e343dc_Image_27.jpeg,liked,1.661473164,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.0982
